Text,Title,Image,Field,anchornav_URL,anchornav
,Equity Trust Company,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-equity-case-study-logo-latest.jpg,"They saved $500,000 with a virtual cloud network approach for pervasive connectivity and security, independent of underlying physical infrastructure.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/High_Standard_For_Network_Data__App_Reliability_en_6050,LEARN MORE 
,Stagecoach Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-stagecoach-logo.jpg,This leading international public transport provider uses VMware Cloud™ on AWS to onboard new franchises quickly and manage IT more efficiently.,javascript:void(0),LEARN MORE 
,ESC Region 11,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-region-11-esc-customer-logo.jpg,"ESC Region 11 provides schools a more secure, integrated, and reliable technology platform to promote learning and teaching with VMware solutions.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Transforming_Security_and_Digital_Workspaces_to_Promote_Learning_en_7805,LEARN MORE 
,Lundegaard,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-lundegard-logo.jpg,"A web design provider with constrained performance transferred physical servers to an IaaS, gaining an available, manageable and scalable environment.",javascript:void(0),LEARN MORE 
,Professional Provident Society (PPS),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-johannesburg-logo.jpg,"A brief compelling summary providing insight into the story, focused on the business impact, outcomes, and benefits for the customer of VMware’s solut...",javascript:void(0),LEARN MORE 
,ADP,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-adp-logo.png,"Sophisticated private and hybrid cloud lets developers deliver new services fast, while keeping critical systems and data protected and reliable.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Automation_Delivers_Cloud_Infrastructure_in_Minutes_en_2358,LEARN MORE 
,群益金鼎證券,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-capital-logo.png,VMware Workspace ONE drive the successful transformation of Capital Securities and meets the highest requirements for information security,javascript:void(0),LEARN MORE 
,Xiamen University,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-xiamen-university-logo.jpg,"VMware vSAN underpins stable, reliable infrastructure at the main campus and lets the university’s Malaysia branch scale quickly to meet demand.",javascript:void(0),LEARN MORE 
,Trend Micro,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-trend-micro-logo.png,"Getting to public cloud fast - backed by world-class automation, Kubernetes, HCI, software-defined networking and rock-solid data protection.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Accelerate_Public_Cloud_Migration_with_VMware_Cloud_on_AWS_en_4880,LEARN MORE 
,Grünenfelder SA,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-grunenfelder-stock-case-study-logo.png,"Better app performance, data queries 10x faster, increased storage capacity, stronger disaster recovery –thanks to hyperconverged architecture and VDI...",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Optimized_Performance_Due_to_System_Upgrade_And_Storage_Virtualization_en_7977,LEARN MORE 
,Moser Holding AG,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-moser-holding-logo.png,For the fourth largest media company in Austria reliability is absolutely critical to stay competitive & provide the latest news as fast as possible.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Virtualization_Enables_Innovative_Media_Company_to_Stay_Competitive_en_1199,LEARN MORE 
,Pekao Financial Services,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-pekao-financial-services-logo.png,The first transfer agent in the Polish capital market introduces new financial services much faster and more safely thanks to VMware solutions.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Digital_Transformation_Accelerates_Service_Delivery_pl_2571,LEARN MORE 
,Swat.io and APA-IT,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-swatio-logo.png,"Social media creates fast communication and a lot of data, 24x7. Managing this flow requires stable and flexible systems for secure operations.",javascript:void(0),LEARN MORE 
,The Christie,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-christie-logo.png,"VMware helped The Christie safeguard their services relying on IT infrastructure, with comprehensive server, network and desktop virtualization.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/The_Christie_Safeguards_LifeSaving_Care_for_Cancer_Patients_uk_9415,LEARN MORE 
,Helse Nord,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-helse-nord-logo.png,"Healthcare company transformed old infrastructure into a modern VMware-powered SDDC for scalable, efficient, robust services, present and future.",javascript:void(0),LEARN MORE 
,Royal College of Nursing,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-royal%20-college-of-nursing-logo.png,"The college worked with VMware to build an infrastructure to support secure, flexible access to member data, and a foundation for a digital future.",javascript:void(0),LEARN MORE 
,M.Video,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-mvideo-logo.png,"M.Video, the largest Russian electronics retail chain, adopted VMware Workspace ONE (UEM) for efficient management of thousands of mobile devices.",javascript:void(0),LEARN MORE 
,National Bank of Georgia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-nbg-logo.png,The central bank of Georgia implemented a third disaster recovery data center based on VMware vSphere virtualization & VMware vSAN shared storage.,javascript:void(0),LEARN MORE 
,University of Pisa,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-unipi-logo.png,"Computing for the university community gets better performance, reliability and security with hyper-converged infrastructure from VMware and Dell.",javascript:void(0),LEARN MORE 
,TGC-1,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-tgc-1-logo-in-english.png,"St. Petersburg Territorial Generating Company no. 1 gets 360-degree network visibility, fast troubleshooting with VMware network and security solution...",javascript:void(0),LEARN MORE 
,Grundbuch- und Vermessungsamt,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-grundbuch-logo.png,The digital pioneer provides current geodata as well as corresponding services and highly complex applications to both internal users and the public.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Digital_pioneer_relies_on_virtual_desktops_for_3D_visualisation_ch_5855,LEARN MORE 
,Levanger and Verdal Kommune,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-levanger-kommune-logo.png,"When health workers started complaining about difficult login procedures, the IT department at Levanger understood it was time for change.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Health_workers_save_hundreds_of_hours_thanks_to_VMware__no_6000,LEARN MORE 
,Land Bank of the Philippines,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-landbank-logo.png,The largest formal credit institution in the rural Philippines strengthened IT security and disaster recovery processes with virtualization solutions.,javascript:void(0),LEARN MORE 
,CLINIQUE PASTEUR,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-clinique-pasteur-logo.png,"All critical and business applications are now virtualized, opening the door for innovations in imaging, medical records and patient care.",javascript:void(0),LEARN MORE 
,Fpt Slovakia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-fpt-slovakia-logo.png,"An end-to-end cloud solution based on VMware technologies has helped create a highly flexible, secure and easily scalable virtualised environment.",javascript:void(0),LEARN MORE 
,Sheridan College,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-mississauga-campus-sheridan-logo.jpg,"This fast-growing college manages increased demand for IT resources while reducing costs and providing improved 24/7, modern educational experiences.",javascript:void(0),LEARN MORE 
,STAR Financial,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/star-financial-logo.png,"With SD-WAN, this financial services company brought a friendly face to its customers using video-enabled interactive teller machines in remote areas.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Bringing_Secure_Interactive_Financial_Services_to_Rural_Regions_en_1386,LEARN MORE 
,Free Royal Town of Skalica,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-free-royal-town-of-skalica-logo.png,"Modernized cloud infrastructure helps this tech-forward town improve the quality and speed of services it provides to citizens, and reduces IT costs.",javascript:void(0),LEARN MORE 
,"HOUR , spol. s r.o.",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-hour-logo.jpg,The transition to cloud and deployment of a hyper-converged infrastructure enabled fast and easy development of software products.,javascript:void(0),LEARN MORE 
,Ngai Hing Hong,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-ngai-hing-hong.jpg,"This plastics manufacturer used virtualization and hyperconverged infrastructure for centralized management, better disaster recovery & cost savings.",javascript:void(0),LEARN MORE 
,TCC Technology,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-tcc-logo.jpg,VMware vSphere and VMware NSX enable leading data center and cloud solutions for enterprise customers around the world – with 50% fewer servers.,javascript:void(0),LEARN MORE 
,Café Rio,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-cafe-rio-customerstories.png,SD-WAN delivers a truly omnichannel presence for this restaurant chain and helps them meet an annual growth initiative of 20% year over year.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Utilizing_SDWAN_In_Restaurant_Hospitality_To_Elevate_The_Customer_Experience_en_985,LEARN MORE 
,Brooks Brothers,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-brooks-brothers-customerstories.jpg,"To remain competitive and retain its reputation as the premier clothing line worldwide, this retailer transformed its network with SD-WAN.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/A_Historic_Retailer_Becomes_The_Store_Of_The_Future_en_5646,LEARN MORE 
,G8 Education,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-g8education-customerstories.jpg,"A small IT team easily simplifies network complexity with centralized visibility, remote troubleshooting, and a smaller hardware footprint.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Big_Technology_for_Little_People_en_460,LEARN MORE 
,e-Government Center of Moldova,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-egov-logo-on-casestudy.jpg,"A private cloud platform used by 150,000 Moldovan firms and by 50% of the country’s population, MCloud securely supports public institutions.",javascript:void(0),LEARN MORE 
,Metrobank Card Corporation,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-metrobank-card-logo.jpg,The first Philippine credit card provider to deploy VMware NSX improved security and app availability – now they’re number one in their market.,javascript:void(0),LEARN MORE 
,Saber Healthcare,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-saber-healthcare.png,"To manage the health and wellness of 10,000 residents, this healthcare facility turned to agile SD-WAN solutions to support care initiatives.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Bringing_Back_Doctor_Home_Visits_with_SDWAN_en_2837,LEARN MORE 
,MediaTek,https://www.vmware.com/content/dam/digitalmarketing/vmware/zh_tw/images/customers/logos/vmw-media-tek.png,"With modern infrastructure and a dedicated IaaS self-service portal powered by VMware vRealize, this semiconductor firm cut deployment times by 80%.",javascript:void(0),LEARN MORE 
,HSB,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-hsb-logo-web.png,"VMware partner Tieto transforms Sweden’s largest housing cooperative with one cloud for excellent availability, 24x7 service to its customers.",javascript:void(0),LEARN MORE 
,T-Systems,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-t-systems.jpg,"Deutsche Telekom subsidiary moved to the cloud to expand infrastructure on-demand, driving 75% year-over-year service growth and evolving the business",javascript:void(0),LEARN MORE 
,T-Mobile,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmware-deutsche-telekom-it-solutions-rus-logo.png,"For better access to corporate data, VMware Horizon provides VDI, central Mac and PC management, secure BYOD and a smooth path to Windows 10.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Tmobile_deploys_digital_workspace_for_improved_effectiveness_cs_411,LEARN MORE 
,Atma Jaya Catholic University of Indonesia,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-logo-atmajaya.png,"VMware virtualization reduced server spend by up to 70%, server deployment time went from weeks to hours, and made the university’s IT more agile.",javascript:void(0),LEARN MORE 
,SPAR Österreichische Warenhandels AG,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-spar.png,Bringing Clouds Down to Earth – service oriented architecture based on VMware Software-Defined-Data Center.,javascript:void(0),LEARN MORE 
,Fujitsu TDS GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-fujitsu.jpg,Fujitsu TDS GmbH IT-outsourcingföretaget höjer kvaliteten och sänker kostnaderna för sitt SAP HANA Big Data-tjänsteutbud genom att virtualisera tjänst...,javascript:void(0),LEARN MORE 
,Punjab Information Technology Board,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-pitb-customer-logo.jpg,Pakistan transforms IT infrastructure with VMware vSphere with Operations Management and VMware NSX to empower technology stakeholders and innovation.,javascript:void(0),LEARN MORE 
,EFES Rus,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/vmware-efes-logo.jpg,"Virtual desktops and HCI at this Russian brewing company support business continuity and a bring-your-own-device program, all with reduced costs.",javascript:void(0),LEARN MORE 
,"SUZHOU GAS GROUP CO., LTD",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-suzhou-logo.png,"VMware Cloud Foundation improves IT speed and utilization, guarantees business continuity and supports expanding business to other regions of China.",javascript:void(0),LEARN MORE 
,"CITIC PRIVATE EQUITY FUNDS MANAGEMENT CO., LTD.",https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-citicpe-logo.jpg,"For this investment company, a software-defined, cloud-based solution features high security, high availability, and simplified management.",javascript:void(0),LEARN MORE 
,Cofense,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-cofense-logo.png,"VMware Workspace ONE deploys, manages Win 10 and macOS devices with a single platform to reduce costs, improve security for over 500 remote workers.",javascript:void(0),LEARN MORE 
,Forsyth County Schools,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-fcs-officiallogo.png,VMware vSphere 6.5 and a vSAN stretched cluster enables a fast-growing school district to achieve its device management and disaster recovery goals.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/VMware_Enables_Uninterrupted_Digital_Learning_at_Forsyth_County_Schools_en_6860,LEARN MORE 
,The British Army,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-britisn-army-logo.png,"VMware delivered a cultural technology shift to ensure that the British Army is ready to deploy globally at any time, supported by IT infrastructure.",javascript:void(0),LEARN MORE 
,Hutto Independent School District,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-hutto.jpg,"AppDefense helped this early adopter gain more network visibility, to minimize unpredictable threats and understand their environment better.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Growing_Texas_School_District_Rolls_Out_Cutting_Edge_Security_Solution_en_8932,LEARN MORE 
,Hutto Independent School District,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-hutto.jpg,"VMware Horizon, vSAN, NSX and AppDefense help modernize aging infrastrucure and address critical security gaps without expanding their small IT team.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2018/Fast_Growing_School_District_Gets_Modern_Data_and_Security_Solutions_en_5607,LEARN MORE 
,Smartgames Technologies Ltd,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-smartgamestech-logo.jpg,Smartgames automates VM creation and deployment and implements scalable micro-segmentation security protocols for faster time-to-market with less risk...,javascript:void(0),LEARN MORE 
,Baguio Green Group,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-baguio_logo.jpg,"Baguio Green Group, an integrated environmental services company, that uses VMware AirWatch technology to maintain and enhance the management efficien...",javascript:void(0),LEARN MORE 
,Vox,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-vox-logo.png,"Their virtual data centre with VMware NSX “just works,” with automatic IP address provisioning, integrated firewall and self-service capabilities.",javascript:void(0),LEARN MORE 
,Endress+Hauser InfoServe,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-endressscene-logo.jpg,Virtualization by VMware reduces the complexity of the implementation of SAP HANA – with impressive cost and time savings and operational synergies.,javascript:void(0),LEARN MORE 
,Polaris Alpha,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/vmw-Polaris-logo.png,"This leading national security technology developer modernized IT to meet cloud, security and development goals with VMware NSX and VMware vRealize.",javascript:void(0),LEARN MORE 
,ÇAYKUR,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-caycur-logo.jpg,Digital transformation for IT security with vSphere and NSX helped the company solve issues of competitiveness and business continuity.,javascript:void(0),LEARN MORE 
,Accenture,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-accenture-logo.jpg,The right hybrid cloud strategy helps enterprises unlock limitless possibilities. VMware Cloud™ on AWS plays a critical role in hybrid cloud adoption.,javascript:void(0),LEARN MORE 
,OSIS,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-osis-logo.png,Community health centers rely on them to host their critical applications. They reduced downtime to zero by switching to VMware VSphere.,javascript:void(0),LEARN MORE 
,DB Systel GmbH,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-db-logo-square.png,DB Systel GmbH rolled out a large mobility project with VMware AirWatch and enabled safe digital workplaces and mobile productivity.,javascript:void(0),LEARN MORE 
,Nebraska Medicine,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-nebraska-medical-logo.jpg,"VMware Professional Services helps a leading hospital system modernize their infrastructure to achieve its cloud, security and mobility goals.",javascript:void(0),LEARN MORE 
,Arvato Systems,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-arvato-bertelsmann-logo.jpg,"The implementation of vRealize Suite brings the company a cloud platform, that accompanies customers smartly into the digital future.",javascript:void(0),LEARN MORE 
,University of Central Lancashire (UCLAN),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/uclan-logo.png,UCLAN chose VMware NSX to help create a ‘learning without barriers’ environment for its student while ensuring network security,javascript:void(0),LEARN MORE 
,Acens,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/acens-2017-logo.jpg,Acens adapts to new market opportunities while protecting client data with VMware solutions.,javascript:void(0),LEARN MORE 
,Agencia Tributaria de Cataluña,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-agencia-tributaria-clr.jpg,"They replaced many pieces of outdated physical infrastructure with NSX, implementing strong security and streamlining tax administration processes.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Catalan_Tax_Agency_Agencia_Tributaria_de_Catalu%C3%B1a,LEARN MORE 
,Arizona Federal Credit Union,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-arizona-federal-credit-union-logo-350X150.jpg,"Secure, world-class data center with VMware solutions offers always-on IT, delivers new services faster and promotes online and mobile banking. ",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Arizona_Federal_Credit_Union_en_7334,LEARN MORE 
,Voyages SNCF.com,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmw-voyages-logo.jpg,"When they needed an agile, hybrid infrastructure to tackle peak online volume times, they turned to VMware partner OVH and the  vCloud Air Network.",javascript:void(0),LEARN MORE 
,The Foundation for Children with Leukemia (Losev),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/losev-logo.jpg,Horizon and vSphere help this hospital for children with leukemia streamline IT management and make systems more accessible for hospital staff.,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/L%C3%96SEV_Virtualized_its_Servers_Achieved_Speed_and_Efficiency_Gains_en_1242,LEARN MORE 
,The Foundation for Children with Leukemia (Losev),https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/losev-logo.jpg,Sunucularını sanallaştıran LÖSEV hız ve verim artışı yakaladı,https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/L%C3%96SEV_Virtualized_its_Servers_Achieved_Speed_and_Efficiency_Gains_en_12421,LEARN MORE 
,Telefónica,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-telefonica.jpg,"A Spanish telco uses vSAN to reduce development datacenter complexity, time to market and to meet stringent compliance demands",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Telef%C3%B3nica,LEARN MORE 
,Discovery,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-discovery.jpg,"vSAN brought stability to the infrastructure and a better way to build the virtualized environment, with ""freedom"" in scaling and hardware choice.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Discovery,LEARN MORE 
,Orange Business Services,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/logo-orng-bus-svcs.jpg,"Professional Services helps a global IT and communications services provider build services with NSX, vRealize Automation and vCloud Air.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/Orange_Business_Services,LEARN MORE 
,InfoCamere,https://www.vmware.com/content/dam/digitalmarketing/vmware/en/images/customers/logos/vmwar-logo-claim-grande-colori-alta-risoluzione-150X150.jpg,"With Horizon and vSAN, they cut data center space by more than half and offer VDI with single-console management to Italian chambers of commerce.",https://www.vmware.com/in/company/customers/index/fullpage.html?path=2017/InfoCamere_EN,LEARN MORE 
